payment_id,payment_token_id,external_ticket_id,conversation_created_at,conversation_created_at_date,channel,assignee_id,updated_at,closed_at,message_count,last_reply_at,language,imported_at,unique_public_agent_count,public_mean_character_count,public_mean_word_count,private_message_count,public_message_count,klaus_sentiment,is_closed,agent_most_public_messages,first_response_time,first_resolution_time_seconds,full_resolution_time_seconds,most_active_internal_user_id,deleted_at
10007,1001883,149309300352438,2023-07-31 12:48:28.000000 UTC,2023-07-31,conversation,10155,2023-11-06 16:48:40.000000 UTC,2023-09-28 14:47:45.000000 UTC,129,2023-11-06 15:49:29.000000 UTC,en,2023-11-06 18:40:50.143049 UTC,3,145.559322,27.98305085,70,57,NEGATIVE,FALSE,3565392,30,1339914,2329157,10155,
10007,10195,149309300352438,2023-07-31 12:48:28.000000 UTC,2023-07-31,conversation,10155,2023-11-06 16:48:40.000000 UTC,2023-09-28 14:47:45.000000 UTC,129,2023-11-06 15:49:29.000000 UTC,en,2023-11-06 18:50:22.609953 UTC,3,145.559322,27.98305085,70,57,NEGATIVE,FALSE,3565392,30,1339914,2329157,10155,
10007,10195,149309300352424,2023-07-31 12:11:16.000000 UTC,2023-07-31,conversation,25585,2023-09-07 10:35:55.000000 UTC,2023-09-07 10:35:42.000000 UTC,87,2023-09-07 10:35:55.000000 UTC,en,2023-09-07 12:40:21.009393 UTC,3,56.52857143,11.3,17,69,NEGATIVE,TRUE,5826441,10,1506266,1506266,25585,
10007,1001883,149309300352424,2023-07-31 12:11:16.000000 UTC,2023-07-31,conversation,25585,2023-09-07 10:35:55.000000 UTC,2023-09-07 10:35:42.000000 UTC,87,2023-09-07 10:35:55.000000 UTC,en,2023-09-07 11:50:48.177331 UTC,3,56.52857143,11.3,17,69,NEGATIVE,TRUE,5826441,10,1506266,1506266,25585,
10007,10195,149309300354312,2023-07-31 15:27:07.000000 UTC,2023-07-31,conversation,10155,2023-08-02 17:18:28.000000 UTC,2023-08-02 17:18:15.000000 UTC,92,2023-08-02 17:18:28.000000 UTC,en,2023-08-02 18:30:18.124674 UTC,2,80.24705882,16.08235294,7,84,NEGATIVE,TRUE,3565392,14,114668,114668,10155,
10007,1001883,149309300354334,2023-07-31 17:26:43.000000 UTC,2023-07-31,conversation,25585,2023-10-27 14:50:51.000000 UTC,2023-10-27 13:53:27.000000 UTC,232,2023-10-27 14:50:51.000000 UTC,en,2023-10-27 15:30:25.303718 UTC,2,95.46315789,17.85263158,52,95,NEGATIVE,FALSE,5826441,11,2267699,3212803,25585,
10007,10195,149309300354334,2023-07-31 17:26:43.000000 UTC,2023-07-31,conversation,25585,2023-10-27 14:50:51.000000 UTC,2023-10-27 13:53:27.000000 UTC,232,2023-10-27 14:50:51.000000 UTC,en,2023-10-27 16:00:30.996338 UTC,2,95.46315789,17.85263158,52,95,NEGATIVE,FALSE,5826441,11,2267699,3212803,25585,
10007,1001883,149309300352375,2023-07-31 08:31:14.000000 UTC,2023-07-31,conversation,36530,2023-08-31 15:37:35.000000 UTC,2023-08-31 15:37:36.000000 UTC,145,2023-08-31 15:37:33.000000 UTC,en,2023-08-31 17:20:41.810466 UTC,2,143.4909091,26.30909091,35,110,NEGATIVE,TRUE,6547026,48,865095,1267582,36530,
10007,10195,149309300352375,2023-07-31 08:31:14.000000 UTC,2023-07-31,conversation,36530,2023-08-31 15:37:35.000000 UTC,2023-08-31 15:37:36.000000 UTC,145,2023-08-31 15:37:33.000000 UTC,en,2023-08-31 15:50:29.293702 UTC,2,143.4909091,26.30909091,35,110,NEGATIVE,TRUE,6547026,48,865095,1267582,36530,
10007,10195,149309300339522,2023-05-26 08:46:49.000000 UTC,2023-05-26,conversation,22304,2023-05-30 08:24:41.000000 UTC,2023-05-30 08:24:29.000000 UTC,19,2023-05-30 08:24:41.000000 UTC,de,2023-05-30 10:20:31.264855 UTC,2,72.05882353,13.52941176,2,16,NEGATIVE,TRUE,5103352,15,106660,106660,22304,
10007,10195,149309300366468,2023-08-23 07:52:45.000000 UTC,2023-08-23,conversation,10155,2023-08-23 12:40:10.000000 UTC,2023-08-23 12:39:58.000000 UTC,13,2023-08-23 12:40:10.000000 UTC,en,2023-08-23 12:50:26.506551 UTC,1,174.9166667,32.25,1,11,NEGATIVE,TRUE,3565392,37,17233,17233,10155,
10007,10195,149309300366561,2023-08-23 22:02:43.000000 UTC,2023-08-23,conversation,25585,2023-08-30 17:37:59.000000 UTC,2023-08-30 17:37:48.000000 UTC,39,2023-08-30 17:37:59.000000 UTC,en,2023-08-30 18:10:27.299399 UTC,1,190.6756757,35.08108108,2,36,POSITIVE,TRUE,5826441,,254268,254268,25585,
10007,1001883,149309300366561,2023-08-23 22:02:43.000000 UTC,2023-08-23,conversation,25585,2023-08-30 17:37:59.000000 UTC,2023-08-30 17:37:48.000000 UTC,39,2023-08-30 17:37:59.000000 UTC,en,2023-08-30 19:40:35.682027 UTC,1,190.6756757,35.08108108,2,36,POSITIVE,TRUE,5826441,,254268,254268,25585,
10007,10195,149309300366482,2023-08-23 08:57:19.000000 UTC,2023-08-23,conversation,36530,2023-08-29 08:50:51.000000 UTC,2023-08-29 08:50:51.000000 UTC,53,2023-08-29 08:50:45.000000 UTC,pt-br,2023-08-29 09:40:29.000746 UTC,1,97.56,18.14,3,50,NEGATIVE,TRUE,6547026,30,215612,215612,36530,
10007,1001883,149309300366532,2023-08-23 15:17:04.000000 UTC,2023-08-23,conversation,36530,2023-08-28 08:48:19.000000 UTC,2023-08-28 08:48:06.000000 UTC,58,2023-08-28 08:48:19.000000 UTC,en,2023-08-28 09:10:50.089148 UTC,2,147.452381,26.4047619,16,41,NEGATIVE,TRUE,6547026,28,138662,138662,36530,
10007,10195,149309300366532,2023-08-23 15:17:04.000000 UTC,2023-08-23,conversation,36530,2023-08-28 08:48:19.000000 UTC,2023-08-28 08:48:06.000000 UTC,58,2023-08-28 08:48:19.000000 UTC,en,2023-08-28 09:50:30.332773 UTC,2,147.452381,26.4047619,16,41,NEGATIVE,TRUE,6547026,28,138662,138662,36530,
10007,10195,149309300341386,2023-06-14 11:28:45.000000 UTC,2023-06-14,conversation,22304,2023-06-21 12:00:56.000000 UTC,2023-06-21 12:00:56.000000 UTC,16,2023-06-14 11:36:11.000000 UTC,en,2023-06-26 09:21:27.212408 UTC,1,38,8.142857143,2,14,NEGATIVE,TRUE,5103352,11,253931,253931,22304,
10007,10195,149309300341435,2023-06-14 20:29:06.000000 UTC,2023-06-14,conversation,10155,2023-06-23 11:10:35.000000 UTC,2023-06-23 11:10:35.000000 UTC,32,2023-06-23 11:10:26.000000 UTC,en,2023-06-26 09:23:19.623602 UTC,1,71.58064516,13.51612903,1,30,NEGATIVE,TRUE,3565392,15,319289,319289,10155,
10007,10195,149309300344718,2023-07-11 16:34:38.000000 UTC,2023-07-11,conversation,25585,2023-08-09 18:29:06.000000 UTC,2023-08-09 18:29:06.000000 UTC,53,2023-08-09 18:29:00.000000 UTC,en,2023-08-09 19:30:22.379353 UTC,2,68.04651163,13.65116279,10,42,NEGATIVE,TRUE,3565392,19,205978,1140867,10155,
10007,10195,149309300344685,2023-07-11 07:56:21.000000 UTC,2023-07-11,conversation,36530,2023-08-23 10:52:05.000000 UTC,2023-08-23 10:52:05.000000 UTC,122,2023-08-23 10:51:56.000000 UTC,en,2023-08-23 12:50:21.742779 UTC,3,67.59259259,13.36111111,14,107,NEGATIVE,TRUE,5103352,30,1738,1684544,22304,
10007,1001883,149309300344685,2023-07-11 07:56:21.000000 UTC,2023-07-11,conversation,36530,2023-08-23 10:52:05.000000 UTC,2023-08-23 10:52:05.000000 UTC,122,2023-08-23 10:51:56.000000 UTC,en,2023-08-23 11:10:24.831930 UTC,3,67.59259259,13.36111111,14,107,NEGATIVE,TRUE,5103352,30,1738,1684544,22304,
10007,10195,149309300298137,2023-01-04 09:06:19.000000 UTC,2023-01-04,conversation,10155,2023-01-25 18:38:33.000000 UTC,2023-01-25 18:38:33.000000 UTC,12,2023-01-25 18:38:14.000000 UTC,en,2023-01-25 19:30:36.977451 UTC,1,79.36363636,15.54545455,1,11,NEGATIVE,TRUE,3565392,,,,10155,
10007,10195,149309300340015,2023-06-06 10:20:35.000000 UTC,2023-06-06,conversation,36530,2023-06-06 10:38:00.000000 UTC,2023-06-06 10:38:00.000000 UTC,18,2023-06-06 10:37:54.000000 UTC,en,2023-06-19 07:11:33.763210 UTC,1,44,8.642857143,4,14,NEGATIVE,TRUE,6547026,84,1045,1045,36530,
10007,10195,149309300340042,2023-06-06 19:13:37.000000 UTC,2023-06-06,conversation,25585,2023-06-06 19:49:36.000000 UTC,2023-06-06 19:49:36.000000 UTC,39,2023-06-06 19:49:28.000000 UTC,en,2023-06-19 07:12:00.667759 UTC,2,76.15789474,13.73684211,1,38,NEGATIVE,TRUE,5826441,11,2159,2159,25585,
10007,10195,149309300340030,2023-06-06 13:59:58.000000 UTC,2023-06-06,conversation,36530,2023-06-14 13:41:02.000000 UTC,2023-06-14 13:40:50.000000 UTC,123,2023-06-14 13:41:02.000000 UTC,de,2023-06-19 07:19:45.241486 UTC,1,74.50961538,13.42307692,19,103,NEGATIVE,TRUE,6547026,13,322852,322852,36530,
10007,1001883,149309300369180,2023-09-12 12:42:35.000000 UTC,2023-09-12,conversation,10155,2023-09-18 12:30:59.000000 UTC,2023-09-18 12:30:48.000000 UTC,21,2023-09-18 12:30:59.000000 UTC,en,2023-09-18 13:20:35.319402 UTC,1,144,27.78571429,0,13,POSITIVE,FALSE,3565392,13,215293,215293,10155,
10007,1001883,149309300369208,2023-09-12 15:52:25.000000 UTC,2023-09-12,conversation,36530,2023-09-15 08:35:29.000000 UTC,2023-09-15 08:35:17.000000 UTC,14,2023-09-15 08:35:29.000000 UTC,en,2023-09-15 09:30:31.399640 UTC,1,90,17.22222222,0,9,NEGATIVE,FALSE,6547026,20,135772,135772,36530,
10007,10195,149309300369208,2023-09-12 15:52:25.000000 UTC,2023-09-12,conversation,36530,2023-09-15 08:35:29.000000 UTC,2023-09-15 08:35:17.000000 UTC,14,2023-09-15 08:35:29.000000 UTC,en,2023-09-15 09:00:41.728922 UTC,1,90,17.22222222,0,9,NEGATIVE,FALSE,6547026,20,135772,135772,36530,
10007,1001883,149309300369219,2023-09-12 19:11:10.000000 UTC,2023-09-12,conversation,10155,2023-09-13 12:29:01.000000 UTC,2023-09-13 12:29:01.000000 UTC,63,2023-09-13 12:28:44.000000 UTC,tr,2023-09-13 14:10:24.402215 UTC,2,78.79310345,15.18965517,3,58,NEGATIVE,FALSE,5826441,24,29871,29871,25585,
10007,10195,149309300369219,2023-09-12 19:11:10.000000 UTC,2023-09-12,conversation,10155,2023-09-13 12:29:01.000000 UTC,2023-09-13 12:29:01.000000 UTC,63,2023-09-13 12:28:44.000000 UTC,tr,2023-09-13 13:40:26.491646 UTC,2,78.79310345,15.18965517,3,58,NEGATIVE,FALSE,5826441,24,29871,29871,25585,
10007,10195,149309300369200,2023-09-12 14:24:36.000000 UTC,2023-09-12,conversation,36530,2023-09-12 15:22:57.000000 UTC,2023-09-12 15:22:44.000000 UTC,62,2023-09-12 15:22:57.000000 UTC,en,2023-09-12 16:20:48.565885 UTC,1,58.91666667,11.08333333,2,59,NEGATIVE,TRUE,6547026,27,3488,3488,36530,
10007,1001883,149309300369200,2023-09-12 14:24:36.000000 UTC,2023-09-12,conversation,36530,2023-09-12 15:22:57.000000 UTC,2023-09-12 15:22:44.000000 UTC,62,2023-09-12 15:22:57.000000 UTC,en,2023-09-13 12:12:16.010306 UTC,1,58.91666667,11.08333333,2,59,NEGATIVE,TRUE,6547026,27,3488,3488,36530,
10007,1001883,149309300369178,2023-09-12 12:31:20.000000 UTC,2023-09-12,conversation,10155,2023-09-12 12:35:21.000000 UTC,2023-09-12 12:35:10.000000 UTC,12,2023-09-12 12:35:21.000000 UTC,en,2023-09-13 12:11:55.987843 UTC,1,43.72727273,8.363636364,1,10,NEGATIVE,TRUE,3565392,52,230,230,10155,
10007,10195,149309300369178,2023-09-12 12:31:20.000000 UTC,2023-09-12,conversation,10155,2023-09-12 12:35:21.000000 UTC,2023-09-12 12:35:10.000000 UTC,12,2023-09-12 12:35:21.000000 UTC,en,2023-09-12 14:10:39.707831 UTC,1,43.72727273,8.363636364,1,10,NEGATIVE,TRUE,3565392,52,230,230,10155,
10007,10195,149309300369173,2023-09-12 11:26:13.000000 UTC,2023-09-12,email,36530,2023-09-21 08:26:41.000000 UTC,2023-09-20 13:35:35.000000 UTC,11,2023-09-21 08:26:41.000000 UTC,en,2023-09-21 08:40:40.312678 UTC,1,270.8,49.6,6,5,POSITIVE,TRUE,6547026,1615,331762,331762,36530,
10007,1001883,149309300369173,2023-09-12 11:26:13.000000 UTC,2023-09-12,email,36530,2023-09-21 08:26:41.000000 UTC,2023-09-20 13:35:35.000000 UTC,11,2023-09-21 08:26:41.000000 UTC,en,2023-09-21 08:50:38.416713 UTC,1,270.8,49.6,6,5,POSITIVE,TRUE,6547026,1615,331762,331762,36530,
10007,1001883,149309300369169,2023-09-12 10:52:29.000000 UTC,2023-09-12,conversation,36530,2023-09-12 14:42:47.000000 UTC,2023-09-12 14:42:34.000000 UTC,40,2023-09-12 14:42:47.000000 UTC,en,2023-09-13 12:12:09.520784 UTC,1,91.20512821,17.07692308,1,38,NEGATIVE,TRUE,6547026,56,13805,13805,36530,
10007,10195,149309300369169,2023-09-12 10:52:29.000000 UTC,2023-09-12,conversation,36530,2023-09-12 14:42:47.000000 UTC,2023-09-12 14:42:34.000000 UTC,40,2023-09-12 14:42:47.000000 UTC,en,2023-09-12 16:20:45.260671 UTC,1,91.20512821,17.07692308,1,38,NEGATIVE,TRUE,6547026,56,13805,13805,36530,
10007,10195,149309300369182,2023-09-12 12:53:13.000000 UTC,2023-09-12,conversation,25585,2023-10-24 14:03:27.000000 UTC,2023-10-24 14:03:27.000000 UTC,87,2023-10-24 14:03:17.000000 UTC,pt-br,2023-10-24 14:20:27.823924 UTC,3,114.7068966,21.68965517,29,58,NEGATIVE,TRUE,6547026,18,331557,1516214,36530,
10007,1001883,149309300369182,2023-09-12 12:53:13.000000 UTC,2023-09-12,conversation,25585,2023-10-24 14:03:27.000000 UTC,2023-10-24 14:03:27.000000 UTC,87,2023-10-24 14:03:17.000000 UTC,pt-br,2023-10-24 15:40:26.856949 UTC,3,114.7068966,21.68965517,29,58,NEGATIVE,TRUE,6547026,18,331557,1516214,36530,
10007,10195,149309300300143,2023-01-30 16:38:31.000000 UTC,2023-01-30,conversation,25585,2023-03-02 09:08:43.000000 UTC,2023-03-02 09:08:43.000000 UTC,60,2023-02-27 15:44:52.000000 UTC,fr,2023-03-02 10:10:29.297271 UTC,1,61.36170213,12.66666667,12,47,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300344205,2023-06-29 16:22:40.000000 UTC,2023-06-29,conversation,25585,2023-06-29 18:31:15.000000 UTC,2023-06-29 18:31:04.000000 UTC,25,2023-06-29 18:31:15.000000 UTC,en,2023-06-29 19:50:17.311520 UTC,1,92.33333333,17.04166667,1,23,NEGATIVE,TRUE,5826441,11,7704,7704,25585,
10007,10195,149309300344209,2023-06-29 17:51:49.000000 UTC,2023-06-29,conversation,25585,2023-06-29 18:24:55.000000 UTC,2023-06-29 18:24:43.000000 UTC,34,2023-06-29 18:24:55.000000 UTC,en,2023-06-29 19:50:17.311404 UTC,1,63.90909091,12.24242424,1,31,NEGATIVE,TRUE,5826441,211,1974,1974,25585,
10007,10195,149309300344213,2023-06-29 20:17:56.000000 UTC,2023-06-29,conversation,25585,2023-07-03 17:44:21.000000 UTC,2023-07-03 17:44:09.000000 UTC,42,2023-07-03 17:44:21.000000 UTC,en,2023-07-03 19:10:17.886883 UTC,1,98.38461538,19.66666667,3,38,POSITIVE,TRUE,5826441,8,98773,98773,25585,
10007,10195,149309300344159,2023-06-29 08:28:00.000000 UTC,2023-06-29,conversation,36530,2023-07-19 12:05:23.000000 UTC,2023-07-19 12:05:23.000000 UTC,188,2023-07-19 12:04:20.000000 UTC,en,2023-07-19 12:10:29.148825 UTC,1,114.5701754,21.85964912,17,112,NEGATIVE,FALSE,6547026,265,4811,718643,36530,
10007,10195,149309300308911,2023-02-02 19:59:44.000000 UTC,2023-02-02,conversation,25585,2023-05-03 13:47:13.000000 UTC,2023-05-03 13:47:13.000000 UTC,110,2023-05-03 13:47:11.000000 UTC,en,2023-05-03 14:20:31.259930 UTC,1,98.63529412,18.42352941,25,84,NEGATIVE,TRUE,5826441,,,,25585,
10007,1001883,149309300369094,2023-09-11 10:08:44.000000 UTC,2023-09-11,conversation,36530,2023-09-11 10:23:25.000000 UTC,2023-09-11 10:23:14.000000 UTC,14,2023-09-11 10:23:25.000000 UTC,en,2023-09-13 12:10:34.235291 UTC,1,94.46153846,18,1,12,NEGATIVE,TRUE,6547026,25,870,870,36530,
10007,10195,149309300369131,2023-09-11 18:07:19.000000 UTC,2023-09-11,conversation,25585,2023-10-16 16:59:04.000000 UTC,2023-10-16 16:58:51.000000 UTC,133,2023-10-16 16:59:04.000000 UTC,en,2023-10-16 17:40:27.015665 UTC,2,88.1779661,17.09322034,15,117,NEGATIVE,TRUE,5826441,11,1255892,1255892,25585,
10007,1001883,149309300369131,2023-09-11 18:07:19.000000 UTC,2023-09-11,conversation,25585,2023-10-16 16:59:04.000000 UTC,2023-10-16 16:58:51.000000 UTC,133,2023-10-16 16:59:04.000000 UTC,en,2023-10-16 17:00:45.025600 UTC,2,88.1779661,17.09322034,15,117,NEGATIVE,TRUE,5826441,11,1255892,1255892,25585,
10748,1001603,205030800000782,2023-09-11 12:52:21.000000 UTC,2023-09-11,conversation,34550,2023-09-11 12:55:16.000000 UTC,2023-09-11 12:55:16.000000 UTC,9,2023-09-11 12:55:13.000000 UTC,en,2023-09-11 14:22:04.497787 UTC,1,50.44444444,9.444444444,0,8,NEGATIVE,TRUE,6473314,36,175,175,34550,
10007,1001473,205030800000782,2023-09-11 12:52:21.000000 UTC,2023-09-11,conversation,34550,2023-09-11 12:55:16.000000 UTC,2023-09-11 12:55:16.000000 UTC,9,2023-09-11 12:55:13.000000 UTC,en,2023-09-11 12:58:23.008240 UTC,1,50.44444444,9.444444444,0,8,NEGATIVE,TRUE,6473314,36,175,175,34550,
10007,1001870,205030800000782,2023-09-11 12:52:21.000000 UTC,2023-09-11,conversation,34550,2023-09-11 12:55:16.000000 UTC,2023-09-11 12:55:16.000000 UTC,9,2023-09-11 12:55:13.000000 UTC,en,2023-09-11 14:24:11.292306 UTC,1,50.44444444,9.444444444,0,8,NEGATIVE,TRUE,6473314,36,175,175,34550,
10007,1001883,149309300369095,2023-09-11 10:12:39.000000 UTC,2023-09-11,conversation,36530,2023-09-13 09:49:21.000000 UTC,2023-09-13 09:49:08.000000 UTC,94,2023-09-13 09:49:21.000000 UTC,en,2023-09-13 12:13:21.325216 UTC,2,97.79220779,18.28571429,8,77,NEGATIVE,FALSE,6547026,48,106589,106589,36530,
10007,1001883,149309300369130,2023-09-11 18:03:19.000000 UTC,2023-09-11,conversation,25585,2023-09-12 16:55:25.000000 UTC,2023-09-12 16:43:56.000000 UTC,25,2023-09-12 16:55:25.000000 UTC,en,2023-09-13 12:12:19.510328 UTC,1,91.61904762,16.66666667,4,19,NEGATIVE,TRUE,5826441,11,49237,49237,25585,
10007,10195,149309300369130,2023-09-11 18:03:19.000000 UTC,2023-09-11,conversation,25585,2023-09-12 16:55:25.000000 UTC,2023-09-12 16:43:56.000000 UTC,25,2023-09-12 16:55:25.000000 UTC,en,2023-09-12 18:30:41.226437 UTC,1,91.61904762,16.66666667,4,19,NEGATIVE,TRUE,5826441,11,49237,49237,25585,
10007,10195,149309300369102,2023-09-11 10:59:30.000000 UTC,2023-09-11,conversation,36530,2023-09-12 10:49:17.000000 UTC,2023-09-12 10:49:04.000000 UTC,37,2023-09-12 10:49:17.000000 UTC,fr,2023-09-12 12:00:39.941619 UTC,2,84.67741935,15.93548387,6,30,POSITIVE,TRUE,6547026,74,53374,53374,36530,
10007,1001883,149309300369102,2023-09-11 10:59:30.000000 UTC,2023-09-11,conversation,36530,2023-09-12 10:49:17.000000 UTC,2023-09-12 10:49:04.000000 UTC,37,2023-09-12 10:49:17.000000 UTC,fr,2023-09-13 12:11:48.061344 UTC,2,84.67741935,15.93548387,6,30,POSITIVE,TRUE,6547026,74,53374,53374,36530,
10007,10195,149309300355342,2023-08-03 15:11:03.000000 UTC,2023-08-03,conversation,10155,2023-08-09 08:12:45.000000 UTC,2023-08-09 08:12:33.000000 UTC,21,2023-08-09 08:12:45.000000 UTC,en,2023-08-09 08:40:29.669196 UTC,1,62.4,12.3,1,19,NEGATIVE,TRUE,3565392,17,190890,190890,10155,
10007,10195,149309300355058,2023-08-03 10:28:11.000000 UTC,2023-08-03,conversation,36530,2023-08-25 11:26:21.000000 UTC,2023-08-25 11:26:21.000000 UTC,173,2023-08-25 11:26:06.000000 UTC,ru,2023-08-25 12:30:30.881045 UTC,1,103.3553719,19.04958678,16,120,NEGATIVE,FALSE,6547026,18,233732,867490,36530,
10007,10195,149309300299889,2023-01-25 11:52:43.000000 UTC,2023-01-25,conversation,22304,2023-03-20 11:12:09.000000 UTC,2023-03-20 11:12:09.000000 UTC,100,2023-03-20 11:12:03.000000 UTC,en,2023-03-20 13:30:16.592314 UTC,2,84.44117647,16.25,32,67,NEGATIVE,TRUE,5103352,,,,22304,
10007,1001883,149309300366659,2023-08-24 17:13:57.000000 UTC,2023-08-24,conversation,25585,2023-08-28 14:25:36.000000 UTC,2023-08-28 14:25:36.000000 UTC,46,2023-08-28 14:25:34.000000 UTC,en,2023-08-28 15:40:38.333180 UTC,1,109.75,20.97727273,2,43,NEGATIVE,TRUE,5826441,7,1844,97898,25585,
10007,10195,149309300366659,2023-08-24 17:13:57.000000 UTC,2023-08-24,conversation,25585,2023-08-28 14:25:36.000000 UTC,2023-08-28 14:25:36.000000 UTC,46,2023-08-28 14:25:34.000000 UTC,en,2023-08-28 16:20:22.294411 UTC,1,109.75,20.97727273,2,43,NEGATIVE,TRUE,5826441,7,1844,97898,25585,
10007,1001883,149309300366671,2023-08-24 20:41:18.000000 UTC,2023-08-24,conversation,25585,2023-10-16 14:30:40.000000 UTC,,64,2023-10-16 14:30:38.000000 UTC,en,2023-10-16 14:50:37.201765 UTC,1,241.547619,45.26190476,22,42,NEGATIVE,FALSE,5826441,9,,,25585,
10007,10195,149309300366671,2023-08-24 20:41:18.000000 UTC,2023-08-24,conversation,25585,2023-10-16 14:30:40.000000 UTC,,64,2023-10-16 14:30:38.000000 UTC,en,2023-10-16 15:30:26.367259 UTC,1,241.547619,45.26190476,22,42,NEGATIVE,FALSE,5826441,9,,,25585,
10007,1001883,149309300366575,2023-08-24 07:48:11.000000 UTC,2023-08-24,conversation,36530,2023-09-01 09:57:41.000000 UTC,2023-09-01 09:57:28.000000 UTC,125,2023-09-01 09:57:41.000000 UTC,en,2023-09-01 10:40:53.054413 UTC,2,147.8240741,28,17,106,NEGATIVE,TRUE,6547026,963,331757,331757,36530,
10007,10195,149309300366575,2023-08-24 07:48:11.000000 UTC,2023-08-24,conversation,36530,2023-09-01 09:57:41.000000 UTC,2023-09-01 09:57:28.000000 UTC,125,2023-09-01 09:57:41.000000 UTC,en,2023-09-01 11:20:20.364106 UTC,2,147.8240741,28,17,106,NEGATIVE,TRUE,6547026,963,331757,331757,36530,
10007,10195,149309300366620,2023-08-24 12:32:15.000000 UTC,2023-08-24,conversation,10155,2023-09-19 16:35:05.000000 UTC,2023-09-19 16:35:05.000000 UTC,62,2023-08-28 11:40:44.000000 UTC,en,2023-09-19 17:30:49.648893 UTC,1,138.6271186,26.01694915,3,59,NEGATIVE,FALSE,3565392,23,986570,986570,10155,
10007,1001883,149309300366620,2023-08-24 12:32:15.000000 UTC,2023-08-24,conversation,10155,2023-09-19 16:35:05.000000 UTC,2023-09-19 16:35:05.000000 UTC,62,2023-08-28 11:40:44.000000 UTC,en,2023-09-19 17:50:31.534899 UTC,1,138.6271186,26.01694915,3,59,NEGATIVE,FALSE,3565392,23,986570,986570,10155,
10007,1001883,149309300366629,2023-08-24 13:07:52.000000 UTC,2023-08-24,conversation,10155,2023-09-06 10:14:53.000000 UTC,2023-09-06 10:14:42.000000 UTC,16,2023-09-06 10:14:53.000000 UTC,nl,2023-09-06 12:00:53.095790 UTC,2,109.6428571,20.28571429,2,12,NEGATIVE,TRUE,3565392,47,475610,475610,10155,
10007,10195,149309300366629,2023-08-24 13:07:52.000000 UTC,2023-08-24,conversation,10155,2023-09-06 10:14:53.000000 UTC,2023-09-06 10:14:42.000000 UTC,16,2023-09-06 10:14:53.000000 UTC,nl,2023-09-06 10:30:27.009542 UTC,2,109.6428571,20.28571429,2,12,NEGATIVE,TRUE,3565392,47,475610,475610,10155,
10007,10195,149309300366572,2023-08-24 06:57:28.000000 UTC,2023-08-24,conversation,36530,2023-08-24 14:02:21.000000 UTC,2023-08-24 14:02:21.000000 UTC,27,2023-08-24 14:01:35.000000 UTC,en,2023-08-24 14:50:28.061118 UTC,1,83.4,15.61538462,1,18,NEGATIVE,TRUE,6547026,4317,6836,25341,36530,
10007,1001883,149309300366597,2023-08-24 10:21:10.000000 UTC,2023-08-24,conversation,22304,2023-10-24 18:30:44.000000 UTC,2023-10-24 13:04:27.000000 UTC,68,2023-10-24 18:30:44.000000 UTC,en,2023-10-24 20:00:42.156962 UTC,2,145.3111111,26.28888889,23,44,NEGATIVE,TRUE,6547026,48,1072722,2176996,36530,
10007,10195,149309300366597,2023-08-24 10:21:10.000000 UTC,2023-08-24,conversation,22304,2023-10-24 18:30:44.000000 UTC,2023-10-24 13:04:27.000000 UTC,68,2023-10-24 18:30:44.000000 UTC,en,2023-10-24 18:40:26.923363 UTC,2,145.3111111,26.28888889,23,44,NEGATIVE,TRUE,6547026,48,1072722,2176996,36530,
10007,1001883,149309300366645,2023-08-24 15:05:56.000000 UTC,2023-08-24,conversation,25585,2023-09-11 15:32:29.000000 UTC,2023-09-11 15:28:34.000000 UTC,39,2023-09-11 15:32:29.000000 UTC,en,2023-09-13 12:10:52.819031 UTC,2,145.6774194,27.51612903,8,30,NEGATIVE,TRUE,5826441,42,649358,649358,25585,
10007,10195,149309300366645,2023-08-24 15:05:56.000000 UTC,2023-08-24,conversation,25585,2023-09-11 15:32:29.000000 UTC,2023-09-11 15:28:34.000000 UTC,39,2023-09-11 15:32:29.000000 UTC,en,2023-09-11 16:30:47.081451 UTC,2,145.6774194,27.51612903,8,30,NEGATIVE,TRUE,5826441,42,649358,649358,25585,
10007,10195,149309300364535,2023-08-18 11:50:40.000000 UTC,2023-08-18,conversation,36530,2023-08-22 15:42:57.000000 UTC,2023-08-22 15:42:57.000000 UTC,36,2023-08-22 15:42:56.000000 UTC,en,2023-08-22 17:20:19.669734 UTC,1,101.5333333,18.66666667,6,28,NEGATIVE,TRUE,6547026,32,13503,121937,36530,
10007,1001883,149309300364446,2023-08-18 08:51:32.000000 UTC,2023-08-18,conversation,36530,2023-09-01 16:45:46.000000 UTC,2023-09-01 16:45:33.000000 UTC,80,2023-09-01 16:45:46.000000 UTC,en,2023-09-01 17:10:49.206555 UTC,1,77.2295082,14.6557377,19,60,NEGATIVE,TRUE,6547026,15,568441,568441,36530,
10007,10195,149309300364446,2023-08-18 08:51:32.000000 UTC,2023-08-18,conversation,36530,2023-09-01 16:45:46.000000 UTC,2023-09-01 16:45:33.000000 UTC,80,2023-09-01 16:45:46.000000 UTC,en,2023-09-01 17:50:32.863510 UTC,1,77.2295082,14.6557377,19,60,NEGATIVE,TRUE,6547026,15,568441,568441,36530,
